mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,param_svm__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2962.254550600052,556.4586160586341,952.6687445163727,88.22149099477036,5,0.0002,rbf,"{'svm__C': 5, 'svm__gamma': 0.0002, 'svm__kernel': 'rbf'}",0.8956142600666838,0.9105480868665977,0.9049095607235143,0.8974292391586601,0.8989292243405589,0.901486074231203,0.005501162177555585,1,0.9913298482723447,0.9899337410805301,0.9902541563156889,0.9903680551125853,0.9896012759170654,0.9902974153396429,0.0005813171498605362
2907.5319063186644,622.9412053502689,893.9788520812988,156.92165447691596,6,0.0001,rbf,"{'svm__C': 6, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8931492842535788,0.9111053852099974,0.903359173126615,0.89893478825669,0.9000520562207184,0.90132013741352,0.005898635485442219,2,0.9759805800434393,0.9748242811501597,0.9740516416958878,0.973975318114969,0.9735463258785942,0.97447562937661,0.0008579179998278246
2294.846938943863,497.95159046395213,750.493603515625,166.74923962097026,5,0.0001,rbf,"{'svm__C': 5, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8922446890197082,0.9103590803409971,0.9039256198347108,0.8975026014568158,0.8993743482794577,0.900681267786338,0.0061183935076840005,3,0.9708551706506455,0.9694563616571684,0.9677872938770292,0.9689401216778738,0.9681381957773513,0.9690354287280136,0.0010826445588126672
3643.660668420792,527.2542232689798,969.6882706165313,72.65267607425072,6,0.0002,rbf,"{'svm__C': 6, 'svm__gamma': 0.0002, 'svm__kernel': 'rbf'}",0.8967989756722151,0.9092788834324115,0.9033092037228542,0.8959792477302205,0.8967859942513718,0.9004304609618146,0.005154897910679173,4,0.9929829038019903,0.9916491362274494,0.9919683834778175,0.9918927545483562,0.991261083115392,0.991950852234201,0.0005719487931925857
2822.824296474457,146.78322313502832,943.8164008617401,103.05704858326389,7,0.0001,rbf,"{'svm__C': 7, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8936061381074168,0.9099330931549151,0.9022440030951767,0.8980544747081712,0.8982035928143712,0.9004082603760102,0.005491122365808926,5,0.9795709908069459,0.9783732057416268,0.9782331975560081,0.9780332056194125,0.9779054916985952,0.9784232182845176,0.0005960103340822639
3752.820015335083,675.8436439014653,1054.1311081886292,142.1847999664584,5,0.000244140625,rbf,"{'svm__C': 5, 'svm__gamma': 0.000244140625, 'svm__kernel': 'rbf'}",0.8961272121056681,0.9077242094349404,0.9043793728945323,0.8957629321549259,0.8962091503267974,0.9000405753833727,0.005023063960942,6,0.9937460114869177,0.9923479148067849,0.9926672192820252,0.9922114402451481,0.9921511071405782,0.9926247385922908,0.0005883589375966587
2866.750690841675,62.310380211696746,1010.1708914756775,72.51314774382548,8,0.0001,rbf,"{'svm__C': 8, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8921819110884006,0.9099794238683128,0.9029927760577915,0.8963730569948186,0.8984903695991671,0.9000035075216981,0.006084435249086387,7,0.9825948358304112,0.9816466989548814,0.9812881873727087,0.9812428225086129,0.9811055789608069,0.9815756247254843,0.0005400302566906774
2726.576060628891,1076.4445437635895,767.500729751587,324.01429729941805,10,0.0001,rbf,"{'svm__C': 10, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.892802450229709,0.9092311648238621,0.9037915914366779,0.8953367875647669,0.8985959438377535,0.8999515875785538,0.005917778255965958,8,0.9869931140015302,0.9857397504456328,0.9857560727457714,0.9850822389391815,0.9851469369541659,0.9857436226172563,0.0006862741243773296
2161.447349357605,573.8507236892065,765.411279296875,242.26387746003647,6,8e-05,rbf,"{'svm__C': 6, 'svm__gamma': 8e-05, 'svm__kernel': 'rbf'}",0.8908207619534646,0.9096074380165289,0.9025270758122743,0.8983315954118873,0.8982785602503912,0.8999130862889093,0.0061425816597368895,9,0.9661136378194862,0.9648627853295717,0.9627400768245838,0.9644253573488879,0.9637039887136079,0.9643691692072274,0.0011301674037890955
2511.2280893802645,195.0702765837904,851.77890791893,159.33818171498493,8,8e-05,rbf,"{'svm__C': 8, 'svm__gamma': 8e-05, 'svm__kernel': 'rbf'}",0.8913876820853565,0.9091377091377091,0.9012122775341759,0.8978955572876072,0.8995837669094693,0.8998433985908635,0.005720466311006615,10,0.973877498882289,0.9732217038409919,0.9724454649827784,0.97250990921877,0.9717940518068436,0.9727697257463346,0.000714987388108625
3198.1750497817993,566.8190693243176,1058.364576435089,61.431693130672315,6,0.000244140625,rbf,"{'svm__C': 6, 'svm__gamma': 0.000244140625, 'svm__kernel': 'rbf'}",0.8962506420133539,0.9072058061171592,0.9038611039129308,0.8949557982319293,0.8966780015694481,0.8997902703689643,0.004840437232223766,11,0.9940012763241863,0.9933014354066986,0.9936842105263158,0.9934239928493903,0.9932311621966794,0.9935284154606542,0.00028236608448091314
3066.5988575458528,147.7978752019348,831.5851910114288,63.516287946945454,9,0.0001,rbf,"{'svm__C': 9, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8921819110884006,0.9088568486096807,0.903975219411461,0.8948186528497409,0.8988822459059007,0.8997429755730367,0.006052009180756879,12,0.9850803366488141,0.9839490445859873,0.9834626637832337,0.9832259710440717,0.9836086485107468,0.9838653329145707,0.0006511612138484461
2721.2118691921232,273.9275976646404,1010.9925980567932,33.626638488332404,7,8e-05,rbf,"{'svm__C': 7, 'svm__gamma': 8e-05, 'svm__kernel': 'rbf'}",0.891332140117617,0.9085287297088379,0.9025270758122743,0.8983623602807382,0.897342365815529,0.8996185343469992,0.005714445566010723,13,0.9709135076391996,0.968944099378882,0.9676553311173612,0.968633977723723,0.9677336747759283,0.9687761181270188,0.0011798056774958321
3768.9346249580385,784.9161006658384,1195.0321260929109,90.27548545731533,5,0.0003,rbf,"{'svm__C': 5, 'svm__gamma': 0.0003, 'svm__kernel': 'rbf'}",0.8932338564445588,0.9079563182527302,0.9044155844155845,0.8965876530346445,0.8954128440366973,0.8995212512368429,0.0056589962755815805,14,0.9941923543302061,0.9936200076559908,0.9939378469784953,0.9938705146213765,0.9935492112154308,0.9938339869602999,0.0002312715774820335
2439.5963623046873,788.1385495478739,745.0145160675049,163.93709476186407,5,8e-05,rbf,"{'svm__C': 5, 'svm__gamma': 8e-05, 'svm__kernel': 'rbf'}",0.8918503331624807,0.9092319627618308,0.9031758326878389,0.895903991651448,0.897288842544317,0.899490192561583,0.006075528952760006,15,0.9595427690726945,0.9579475308641975,0.9568119104151961,0.9581778406897439,0.9577120822622108,0.9580384266608087,0.0008833557807307179
2662.4520683288574,110.2790439021587,789.4306183815003,35.48304290980892,9,8e-05,rbf,"{'svm__C': 9, 'svm__gamma': 8e-05, 'svm__kernel': 'rbf'}",0.8912155260469867,0.9084362139917695,0.9014447884416925,0.8966770508826584,0.8995314940135346,0.8994610146753285,0.00566097280654277,16,0.9770709586766303,0.9758121130895399,0.975796178343949,0.9754569858110699,0.9752826211917992,0.9758837714225976,0.0006270165226622817
3648.960864543915,158.20137698659786,1278.5936987876892,172.71756799035126,8,0.0003,rbf,"{'svm__C': 8, 'svm__gamma': 0.0003, 'svm__kernel': 'rbf'}",0.8933436134669751,0.9070554543087738,0.9040312093628089,0.8966414996094767,0.8953030700603516,0.8992749693616773,0.005311306707498723,17,0.9951474907419231,0.9944476354585488,0.9949569103096074,0.9948272558911808,0.99457111834962,0.9947900821501762,0.00025383825787875344
3668.4558837890627,330.5950233154227,1209.3678759098052,193.34476642369032,6,0.0003,rbf,"{'svm__C': 6, 'svm__gamma': 0.0003, 'svm__kernel': 'rbf'}",0.8930041152263375,0.9070554543087738,0.9038961038961039,0.8970358814352574,0.8953030700603516,0.8992589249853647,0.005329214832900393,18,0.9946380697050938,0.9940654712526322,0.9943185445260134,0.9943805874840358,0.9941229078829692,0.9943051161701488,0.00020364863996692793
3648.1113197803497,250.88385803011812,1053.2344131469727,110.24198198721432,7,0.0003,rbf,"{'svm__C': 7, 'svm__gamma': 0.0003, 'svm__kernel': 'rbf'}",0.8932887631781949,0.9067708333333333,0.9041309431021044,0.8969286829776159,0.8950682056663168,0.8992374856515131,0.00526873832264323,19,0.9950833280122597,0.9943207198009061,0.9947029165868914,0.9947002107145138,0.9944433799578464,0.9946501110144835,0.000262378229639201
3336.6828705310822,182.4338639019245,984.4061690330506,65.03067948107055,7,0.0002,rbf,"{'svm__C': 7, 'svm__gamma': 0.0002, 'svm__kernel': 'rbf'}",0.8957212400717397,0.9084798345398138,0.9010362694300518,0.8948871009602907,0.8958660387231816,0.8991980967450155,0.0051245558432841155,20,0.993746809596733,0.992601097078709,0.9931113662456946,0.9925311203319502,0.9926597306440289,0.992930024779423,0.00045615770854314354
