mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,param_svm__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2353.793872785568,376.68300732502587,668.3643176555634,245.2577496652275,10,0.0001,rbf,"{'svm__C': 10, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.905587668593449,0.8904684975767366,0.8992898644286637,0.8973607038123167,0.8943348185868873,0.8974083105996108,0.00506066727524964,1,0.9858907931446792,0.9876582530456246,0.9873357228195938,0.9868829000715478,0.985828025477707,0.9867191389118304,0.0007442000606650537
2135.3830691814424,220.07048372247345,630.6276105880737,168.76826649669474,100,0.0001,rbf,"{'svm__C': 100, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8957055214723927,0.8829236739974127,0.8949742268041238,0.8936866208701341,0.8826170622193714,0.889981421072687,0.0059239769597075765,2,0.9961636828644501,0.9964048893504833,0.9962481040951545,0.9965663179749261,0.9964031652146111,0.996357231899925,0.0001396196230179917
2107.9709944725037,201.0339803887574,590.9469698905945,148.89389411692406,100,1e-05,rbf,"{'svm__C': 100, 'svm__gamma': 1e-05, 'svm__kernel': 'rbf'}",0.8903143040410519,0.8850981654328934,0.8919093851132686,0.8930323846908734,0.8893141945773525,0.8899336867710879,0.002735551843186545,3,0.9536455818445195,0.9543955602026863,0.9526727404660162,0.9510804080649048,0.9523425530199178,0.9528273687196089,0.001134859016259991
2023.2640014648437,363.8169219637371,634.6866162300109,296.19671434247226,1,0.0001,rbf,"{'svm__C': 1, 'svm__gamma': 0.0001, 'svm__kernel': 'rbf'}",0.8889618922470434,0.8828711256117455,0.8905785123966942,0.8863031914893617,0.8907672301690507,0.887896390382779,0.002978669586634141,4,0.9137704918032787,0.9158359209021082,0.9118032786885246,0.9141129361771676,0.9165093177900008,0.914406389072216,0.0016572588242453185
2190.105693435669,279.15396660484754,409.17747988700864,88.07139447254528,10,1e-05,rbf,"{'svm__C': 10, 'svm__gamma': 1e-05, 'svm__kernel': 'rbf'}",0.8841483426320972,0.8777777777777778,0.8815572418343781,0.8781624500665779,0.8868660598179454,0.8817023744257553,0.0034814075912781846,5,0.8997370151216305,0.9031255113729341,0.9008447469859756,0.9009422367882015,0.9013087496913326,0.9011916519920149,0.0011001857505116694
1812.7185018062592,487.2391337311374,417.01636271476747,166.52173260741165,100,1e-06,rbf,"{'svm__C': 100, 'svm__gamma': 1e-06, 'svm__kernel': 'rbf'}",0.8814449917898194,0.8751633986928105,0.8784676354029062,0.8762920973657886,0.8861418347430059,0.8795019915988661,0.003951188905961493,6,0.896869093598488,0.8999426370564615,0.8977850697292863,0.8984509466437177,0.8973240016467682,0.8980743497349442,0.0010706699096367878
1993.3692329406738,456.7097004392084,522.3544264793396,304.12100473275353,100,1e-07,rbf,"{'svm__C': 100, 'svm__gamma': 1e-07, 'svm__kernel': 'rbf'}",0.8652246256239601,0.8579842931937173,0.8614257161892072,0.8590559089387345,0.8706190632165084,0.8628619214324255,0.004606414952929956,7,0.866143034311699,0.8684057971014493,0.8666226477385276,0.8668761369274021,0.8654660137770769,0.866702725971231,0.0009777164172269123
2247.661126232147,581.4474017109956,708.4357552051545,236.8812027154758,10,1e-06,rbf,"{'svm__C': 10, 'svm__gamma': 1e-06, 'svm__kernel': 'rbf'}",0.8649367930805056,0.8577036310107949,0.8610463178940353,0.8590559089387345,0.8702490170380078,0.8625983335924156,0.004536892956190344,8,0.8661925239827986,0.8684057971014493,0.8667161838738962,0.8669698222405953,0.8654660137770769,0.8667500681951633,0.0009747337581279379
2407.543846988678,345.9172929856225,600.8789489269257,135.20490614298708,1,1e-05,rbf,"{'svm__C': 1, 'svm__gamma': 1e-05, 'svm__kernel': 'rbf'}",0.8651348651348651,0.8569558101472995,0.8611388611388612,0.8588669125041904,0.8698787282858079,0.8623950354422047,0.004628674161723668,9,0.8663853727144867,0.8689746562862349,0.8666721703954429,0.8674997930977406,0.8655427290092185,0.8670149443006248,0.0011624819670864098
3116.9194386959075,482.1913324221538,808.8905973434448,337.4328413836179,10,1e-07,rbf,"{'svm__C': 10, 'svm__gamma': 1e-07, 'svm__kernel': 'rbf'}",0.839123102866779,0.8371010638297872,0.835820895522388,0.8388851121685927,0.8458445040214477,0.8393549356817989,0.0034628992476326325,10,0.8390572390572391,0.8410299704516674,0.8408499202149996,0.839344262295082,0.8390630266262218,0.839868883729042,0.0008824914001438402
3009.1526700019836,742.3166871679517,681.0144076347351,150.1665691333959,100,1e-08,rbf,"{'svm__C': 100, 'svm__gamma': 1e-08, 'svm__kernel': 'rbf'}",0.839123102866779,0.8371010638297872,0.835820895522388,0.8388851121685927,0.8458445040214477,0.8393549356817989,0.0034628992476326325,10,0.8390572390572391,0.8409321175278622,0.8409472623446422,0.839344262295082,0.8390630266262218,0.8398687815702095,0.0008805415253987308
2988.9541951179503,539.1745917351178,573.9239889621734,154.38397714010605,1,1e-06,rbf,"{'svm__C': 1, 'svm__gamma': 1e-06, 'svm__kernel': 'rbf'}",0.839123102866779,0.8367143332224809,0.836104513064133,0.8391703502210133,0.8454575930271538,0.839313978480312,0.003312397500333861,12,0.8390572390572391,0.8408783783783784,0.8407696832198975,0.8393172454384933,0.8388401888064734,0.8397725469800964,0.0008723990422233897
4479.428878545761,394.52193518745116,530.3013439178467,238.64268098954136,10,1e-08,rbf,"{'svm__C': 10, 'svm__gamma': 1e-08, 'svm__kernel': 'rbf'}",0.7659099367324154,0.7609828741623231,0.7684839432412248,0.7571860816944024,0.7789240972733972,0.7662973866207526,0.007424619711579136,13,0.7651345291479821,0.7695741119583411,0.7656876456876457,0.7679003161614283,0.7625374251497006,0.7661668056210196,0.002411737416643407
4651.474856758117,292.18073753504444,416.76064705848694,180.45304034635336,1,1e-07,rbf,"{'svm__C': 1, 'svm__gamma': 1e-07, 'svm__kernel': 'rbf'}",0.7659099367324154,0.7609828741623231,0.7675635276532138,0.7571860816944024,0.7789240972733972,0.7661133035031504,0.007379397530916294,14,0.7651345291479821,0.7694167984373547,0.7653422868867749,0.7678571428571429,0.7626531948732341,0.7660807904404977,0.002344081336836005
4201.746336603164,491.5078042590254,626.0860621452332,239.76149256091043,1,1e-08,rbf,"{'svm__C': 1, 'svm__gamma': 1e-08, 'svm__kernel': 'rbf'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
